item,airport_code,airport_name,city,state,date,incident_type,location
Ammunition,MKE,General Mitchell International Airport,Milwaukee,WI,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MCO,Orlando International Airport,Orlando,FL,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHL,Philadelphia International Airport,Philadelphia,PA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PIT,Pittsburgh International Airport,Pittsburgh,PA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",RIC,Richmond International Airport,Richmond,VA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,ROC,Greater Rochester International Airport,Rochester,NY,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SMF,Sacramento International Airport,Sacramento,CA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SMF,Sacramento International Airport,Sacramento,CA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,STL,Lambert-St. Louis International Airport,Saint Louis,MO,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SAT,San Antonio International Airport,San Antonio,TX,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,SFO,San Francisco International Airport,San Francisco,CA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,SFO,San Francisco International Airport,San Francisco,CA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SBP,San Luis County Regional Airport,San Luis Obispo,CA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SEA,Seattle/Tacoma International Airport,Seattle,WA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SGF,Springfield Branson Regional Airport,Springfield,MO,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,TUS,Tucson International Airport,Tucson,AZ,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
BB/Paint/Flare/Spear/Pellet Guns,IAD,Washington Dulles International Airport,Washington,DC,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IAD,Washington Dulles International Airport,Washington,DC,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IAD,Washington Dulles International Airport,Washington,DC,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BDL,Bradley International Airport,Windsor Locks,CT,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ABQ,Albuquerque International Sunport,Albuquerque,NM,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ANC,Anchorage International Airport,Anchorage,AK,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",AUS,Austin-Bergstrom International Airport,Austin,TX,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,BUR,Burbank Bob Hope Airport,Burbank,CA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CHS,Charleston International Airport,Charleston,SC,2/22/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,CLT,Charlotte/Douglas International Airport,Charlotte,NC,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MDW,Chicago Midway Airport,Chicago,IL,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MDW,Chicago Midway Airport,Chicago,IL,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CLE,Cleveland Hopkins International Airport,Cleveland,OH,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,CRP,Corpus Christi International Airport,Corpus Christi,TX,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DAL,Dallas Love Field,Dallas,TX,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DAB,Daytona Beach International Airport,Daytona Beach,FL,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DTW,Detroit Metro Airport,Detroit,MI,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DLH,Duluth International Airport,Duluth,MN,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ELP,El Paso International Airport,El Paso,TX,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,FAY,Fayetteville Regional/Grannis Field Airport,Fayetteville,NC,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,GPT,Gulfport-Biloxi International Airport,Gulfport,MS,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,GPT,Gulfport-Biloxi International Airport,Gulfport,MS,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,GPT,Gulfport-Biloxi International Airport,Gulfport,MS,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,HSV,Huntsville International Airport,Huntsville,AL,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,OAJ,Jacksonville/Albert J Ellis Airport,Jacksonville,NC,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,OAJ,Jacksonville/Albert J Ellis Airport,Jacksonville,NC,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,JAX,Jacksonville International Airport,Jacksonville,FL,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,JNU,Juneau International Airport,Juneau,AK,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",MCI,Kansas City International Airport,Kansas City,MO,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,MCI,Kansas City International Airport,Kansas City,MO,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,KTN,Ketchikan International Airport,Ketchikan,AK,2/22/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,LRD,Laredo International Airport,Laredo,TX,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MIA,Miami International Airport,Miami,FL,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MAF,Midland International Airport,Midland,TX,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MOB,Mobile Regional Airport,Mobile,AL,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,JFK,John F. Kennedy International Airport,New York,NY,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LGA,La Guardia Airport,New York,NY,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ORF,Norfolk International Airport,Norfolk,VA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ORF,Norfolk International Airport,Norfolk,VA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CAK,Akron-Canton Airport,North Canton,OH,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",OAK,Oakland International Airport,Oakland,CA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PIT,Pittsburgh International Airport,Pittsburgh,PA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,PDX,Portland International Airport,Portland,OR,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,PDX,Portland International Airport,Portland,OR,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SMF,Sacramento International Airport,Sacramento,CA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,STL,Lambert-St. Louis International Airport,Saint Louis,MO,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAN,San Diego International Airport,San Diego,CA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SEA,Seattle/Tacoma International Airport,Seattle,WA,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SGU,St George Municipal Airport,St George,UT,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,TXK,Texarkana Regional Airport,Texarkana,AR,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,TUS,Tucson International Airport,Tucson,AZ,2/22/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,TUS,Tucson International Airport,Tucson,AZ,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TUL,Tulsa International Airport,Tulsa,OK,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DCA,Ronald Reagan Washington National Airport,Washington,DC,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,HPN,Westchester County Airport,White Plains,NY,2/22/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ABI,Abilene Regional Airport,Abilene,TX,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,GUM,Guam International Airport,Agana,GU,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ABQ,Albuquerque International Sunport,Albuquerque,NM,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ANC,Anchorage International Airport,Anchorage,AK,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Flares,ANC,Anchorage International Airport,Anchorage,AK,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ANC,Anchorage International Airport,Anchorage,AK,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BIL,Billings Logan International Airport,Billings,MT,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BWI,Baltimore / Washington International Airport,BWI Airport,MD,2/23/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,CID,Cedar Rapids Eastern Iowa Airport,Cedar Rapids,IA,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,CLT,Charlotte/Douglas International Airport,Charlotte,NC,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,CLT,Charlotte/Douglas International Airport,Charlotte,NC,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ORD,Chicago O'hare International Airport,Chicago,IL,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ORD,Chicago O'hare International Airport,Chicago,IL,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MDW,Chicago Midway Airport,Chicago,IL,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CVG,Cincinnati / Northern Kentucky International Airport,Cincinnati,OH,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,COS,Colorado Springs Airport,Colorado Springs,CO,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DAL,Dallas Love Field,Dallas,TX,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,2/23/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
