item,airport_code,airport_name,city,state,date,incident_type,location
Firearms,HOU,Hobby Airport,Houston,TX,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,JAN,Jackson-Evers International Airport,Jackson,MS,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,JAX,Jacksonville International Airport,Jacksonville,FL,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,JAX,Jacksonville International Airport,Jacksonville,FL,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCI,Kansas City International Airport,Kansas City,MO,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,OTZ,Ralph Wien Memorial Airport,Kotzebue,AK,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,LAS,Mccarran International Airport,Las Vegas,NV,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,LAS,Mccarran International Airport,Las Vegas,NV,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,LEX,Blue Grass Airport,Lexington,KY,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LBB,Lubbock International Airport,Lubbock,TX,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",MEM,Memphis Airport,Memphis,TN,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MIA,Miami International Airport,Miami,FL,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MIA,Miami International Airport,Miami,FL,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BNA,Nashville International Airport,Nashville,TN,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BNA,Nashville International Airport,Nashville,TN,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MSY,New Orleans International Airport,New Orleans,LA,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MSY,New Orleans International Airport,New Orleans,LA,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,JFK,John F. Kennedy International Airport,New York,NY,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,OAK,Oakland International Airport,Oakland,CA,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PNS,Pensacola Regional Airport,Pensacola,FL,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PDX,Portland International Airport,Portland,OR,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAN,San Diego International Airport,San Diego,CA,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SEA,Seattle/Tacoma International Airport,Seattle,WA,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SEA,Seattle/Tacoma International Airport,Seattle,WA,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TLH,Tallahassee Regional Airport,Tallahassee,FL,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ICT,Wichita Mid-Continent Airport,Wichita,KS,2/18/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,ISN,Sloulin Field International Airport,Williston,ND,2/18/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ABQ,Albuquerque International Sunport,Albuquerque,NM,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,AUS,Austin-Bergstrom International Airport,Austin,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BIS,Bismarck Municipal Airport,Bismarck,ND,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BWI,Baltimore / Washington International Airport,BWI Airport,MD,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,CHS,Charleston International Airport,Charleston,SC,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CLT,Charlotte/Douglas International Airport,Charlotte,NC,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CLT,Charlotte/Douglas International Airport,Charlotte,NC,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,CHO,Charlottesville-Albemarle Airport,Charlottesville,VA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,CHO,Charlottesville-Albemarle Airport,Charlottesville,VA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ORD,Chicago O'hare International Airport,Chicago,IL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ORD,Chicago O'hare International Airport,Chicago,IL,2/19/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",DEN,Denver International Airport,Denver,CO,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,DEN,Denver International Airport,Denver,CO,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DTW,Detroit Metro Airport,Detroit,MI,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,EKO,Elko Regional Airport,Elko,NV,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,FAI,Fairbanks International Airport,Fairbanks,AK,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",XNA,Northwest Arkansas Regional Airport,Fayetteville / Springdale,AR,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,2/19/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Bludgeoning,RSW,Southwest Florida International Airport,Fort Myers,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,GFK,Grand Forks International Airport,Grand Forks,ND,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,HNL,Honolulu International Airport,Honolulu,HI,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,HNL,Honolulu International Airport,Honolulu,HI,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
BB/Paint/Flare/Spear/Pellet Guns,IAH,Bush Intercontinental Airport,Houston,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,HOU,Hobby Airport,Houston,TX,2/19/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,HOU,Hobby Airport,Houston,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,HOU,Hobby Airport,Houston,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Hand Granades (real and inert),IND,Indianapolis International Airport,Indianapolis,IN,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",JAX,Jacksonville International Airport,Jacksonville,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,JAX,Jacksonville International Airport,Jacksonville,FL,2/19/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,LAS,Mccarran International Airport,Las Vegas,NV,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MFR,Medford Rogue Valley International Airport,Medford,OR,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MYR,Myrtle Beach Airport,Myrtle Beach,SC,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MSY,New Orleans International Airport,New Orleans,LA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,MSY,New Orleans International Airport,New Orleans,LA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
BB/Paint/Flare/Spear/Pellet Guns,JFK,John F. Kennedy International Airport,New York,NY,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,JFK,John F. Kennedy International Airport,New York,NY,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",EWR,Newark Liberty International Airport,Newark,NJ,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MCO,Orlando International Airport,Orlando,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MCO,Orlando International Airport,Orlando,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ECP,Northwest Florida Beaches International Airport,Panama City,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,PNS,Pensacola Regional Airport,Pensacola,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PDX,Portland International Airport,Portland,OR,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,PDX,Portland International Airport,Portland,OR,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SMF,Sacramento International Airport,Sacramento,CA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,STL,Lambert-St. Louis International Airport,Saint Louis,MO,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Realistic Replicas of Firearms,SAT,San Antonio International Airport,San Antonio,TX,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SFO,San Francisco International Airport,San Francisco,CA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",GEG,Spokane International Airport,Spokane,WA,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,TPA,Tampa International Airport,Tampa,FL,2/19/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,TPA,Tampa International Airport,Tampa,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TUS,Tucson International Airport,Tucson,AZ,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TUL,Tulsa International Airport,Tulsa,OK,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,IAD,Washington Dulles International Airport,Washington,DC,2/19/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,AMA,Amarillo International Airport,Amarillo,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ATL,Atlanta International Airport,Atlanta,GA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,AUS,Austin-Bergstrom International Airport,Austin,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",AUS,Austin-Bergstrom International Airport,Austin,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",AUS,Austin-Bergstrom International Airport,Austin,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,BOI,Boise Airport,Boise,ID,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",BUF,Buffalo Niagara International Airport,Buffalo,NY,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,BWI,Baltimore / Washington International Airport,BWI Airport,MD,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BWI,Baltimore / Washington International Airport,BWI Airport,MD,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MDW,Chicago Midway Airport,Chicago,IL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MDW,Chicago Midway Airport,Chicago,IL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,CVG,Cincinnati / Northern Kentucky International Airport,Cincinnati,OH,2/20/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,DAL,Dallas Love Field,Dallas,TX,2/20/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DAL,Dallas Love Field,Dallas,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DEN,Denver International Airport,Denver,CO,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,FAY,Fayetteville Regional/Grannis Field Airport,Fayetteville,NC,2/20/15,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Firearms,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,RSW,Southwest Florida International Airport,Fort Myers,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,HNL,Honolulu International Airport,Honolulu,HI,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IND,Indianapolis International Airport,Indianapolis,IN,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,JAX,Jacksonville International Airport,Jacksonville,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,LAS,Mccarran International Airport,Las Vegas,NV,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LAS,Mccarran International Airport,Las Vegas,NV,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SDF,Louisville International Airport,Louisville,KY,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MKE,General Mitchell International Airport,Milwaukee,WI,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHF,Newport News/Williamsburg International Airport,Newport News,VA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,IAG,Niagara Falls International Airport,Niagara Falls,NY,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ORF,Norfolk International Airport,Norfolk,VA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,OKC,Will Rogers World Airport,Oklahoma City,OK,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MCO,Orlando International Airport,Orlando,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MCO,Orlando International Airport,Orlando,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ECP,Northwest Florida Beaches International Airport,Panama City,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PNS,Pensacola Regional Airport,Pensacola,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,PIA,Peoria Regional Airport,Peoria,IL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PHL,Philadelphia International Airport,Philadelphia,PA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHL,Philadelphia International Airport,Philadelphia,PA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PGD,Charlotte County Airport,Punta Gorda,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,RDU,Raleigh-Durham International Airport,Rdu Airport,NC,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SMF,Sacramento International Airport,Sacramento,CA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,STL,Lambert-St. Louis International Airport,Saint Louis,MO,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,PIE,St. Petersburg-Clearwater International Airport,Saint Petersburg,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SLC,Salt Lake City International Airport,Salt Lake City,UT,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SAT,San Antonio International Airport,San Antonio,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAT,San Antonio International Airport,San Antonio,TX,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SEA,Seattle/Tacoma International Airport,Seattle,WA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SEA,Seattle/Tacoma International Airport,Seattle,WA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SEA,Seattle/Tacoma International Airport,Seattle,WA,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,ART,Watertown International Airport,Watertown,NY,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PBI,Palm Beach International Airport,West Palm Beach,FL,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,2/20/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ABQ,Albuquerque International Sunport,Albuquerque,NM,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ATL,Atlanta International Airport,Atlanta,GA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ATL,Atlanta International Airport,Atlanta,GA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,AUS,Austin-Bergstrom International Airport,Austin,TX,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,TRI,Tri-Cities Regional Airport,Blountville,TN,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
BB/Paint/Flare/Spear/Pellet Guns,BOI,Boise Airport,Boise,ID,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MDW,Chicago Midway Airport,Chicago,IL,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,ORD,Chicago O'hare International Airport,Chicago,IL,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,MDW,Chicago Midway Airport,Chicago,IL,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DAL,Dallas Love Field,Dallas,TX,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DFW,Dallas/Fort Worth International Airport,Dallas,TX,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,DSM,Des Moines International Airport,Des Moines,IA,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,DTW,Detroit Metro Airport,Detroit,MI,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DTW,Detroit Metro Airport,Detroit,MI,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,HNL,Honolulu International Airport,Honolulu,HI,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,HNL,Honolulu International Airport,Honolulu,HI,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
BB/Paint/Flare/Spear/Pellet Guns,IAH,Bush Intercontinental Airport,Houston,TX,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCI,Kansas City International Airport,Kansas City,MO,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MFE,Mcallen-Miller International Airport,Mcallen,TX,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,MFE,Mcallen-Miller International Airport,Mcallen,TX,2/21/15,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
